1	39642	39654	39657	0	39660
1	39643	39655	39657	0	39659
1	39644	39656	39657	0	39659
1	39644	39656	39657	0	39659
1	39644	39656	39657	0	39659
1	39645	39657	39659	0	39663
1	39646	39658	39659	0	39663
1	39647	39659	39664	0	39666
1	39647	39660	39664	0	39667
1	39648	39660	39664	0	39668
1	39648	39661	39664	0	39667
1	39648	39662	39664	0	39668
1	39649	39662	39664	0	39668
1	39649	39662	39664	0	39667
1	39649	39662	39664	0	39667
1	39650	39663	39664	0	39666
1	39650	39663	39664	0	39666
1	39651	39664	39666	0	39669
1	39651	39664	39666	0	39670
1	39651	39664	39666	0	39669
1	39652	39665	39666	0	39670
1	39652	39665	39666	0	39669
1	39652	39665	39666	0	39669
1	39652	39666	39671	0	39673
1	39652	39666	39671	0	39675
1	39653	39667	39671	0	39675
1	39653	39667	39671	0	39674
1	39654	39668	39671	0	39674
1	39655	39668	39671	0	39674
1	39655	39668	39671	0	39674
1	39656	39668	39671	0	39674
1	39656	39669	39671	0	39673
1	39658	39669	39671	0	39674
1	39659	39670	39671	0	39675
1	39659	39670	39671	0	39673
1	39662	39674	39678	0	39682
1	39663	39675	39678	0	39681
1	39664	39676	39678	0	39681
1	39665	39676	39678	0	39681
1	39665	39676	39678	0	39680
1	39666	39676	39678	0	39681
1	39666	39677	39678	0	39680
1	39666	39677	39678	0	39680
1	39666	39679	39680	0	39683
1	39667	39680	39685	0	39687
1	39667	39680	39685	0	39688
1	39667	39680	39685	0	39687
1	39667	39681	39685	0	39688
1	39669	39683	39685	0	39688
1	39670	39683	39685	0	39687
1	39670	39683	39685	0	39688
1	39672	39684	39685	0	39688
1	39672	39684	39685	0	39689
1	39672	39684	39685	0	39688
1	39673	39684	39685	0	39688
1	39675	39688	39692	0	39695
1	39676	39689	39692	0	39695
1	39677	39689	39692	0	39695
1	39678	39690	39692	0	39696
1	39678	39690	39692	0	39695
1	39678	39690	39692	0	39696
1	39678	39691	39692	0	39695
1	39679	39692	39694	0	39697
1	39680	39695	39699	0	39702
1	39680	39696	39699	0	39701
1	39681	39696	39699	0	39701
1	39682	39696	39699	0	39701
1	39683	39696	39699	0	39701
1	39685	39698	39699	0	39701
1	39685	39698	39699	0	39702
1	39685	39698	39699	0	39702
1	39686	39698	39699	0	39702
2	39642	39655	39657	39659	39662
2	39643	39655	39657	39659	39661
2	39643	39655	39657	39659	39662
2	39643	39655	39657	39659	39662
2	39644	39656	39657	39659	39662
2	39644	39657	39664	39666	39669
2	39645	39657	39664	39666	39669
2	39645	39657	39664	39666	39669
2	39646	39658	39664	39666	39668
2	39646	39658	39664	39666	39668
2	39646	39658	39664	39666	39669
2	39646	39659	39664	39666	39668
2	39646	39659	39664	39666	39670
2	39646	39659	39664	39666	39668
2	39647	39659	39664	39666	39670
2	39647	39659	39664	39666	39669
2	39647	39660	39664	39666	39668
2	39647	39660	39664	39666	39669
2	39648	39661	39664	39666	39669
2	39649	39662	39664	39666	39669
2	39650	39663	39664	39666	39669
2	39650	39663	39664	39666	39669
2	39650	39663	39664	39666	39669
2	39650	39663	39664	39666	39669
2	39650	39664	39671	39673	39676
2	39652	39666	39671	39673	39677
2	39652	39666	39671	39673	39675
2	39654	39668	39671	39673	39675
2	39654	39668	39671	39673	39676
2	39656	39668	39671	39673	39675
2	39656	39669	39671	39673	39676
2	39657	39669	39671	39673	39676
2	39658	39669	39671	39673	39676
2	39659	39670	39671	39673	39676
2	39660	39670	39671	39673	39675
2	39661	39672	39678	39680	39682
2	39661	39673	39678	39680	39683
2	39661	39673	39678	39680	39684
